Time Stamp (s)	Temperature (K)	Field (Oe)	Resistance Ch1 (Ohms)	Resistance Std. Dev. Ch1 (Ohms)	Phase Angle Ch1 (deg)	Frequency Ch1 (Hz)	Averaging Time Ch1 (s)	AC Current Ch1 (mA)	DC Current Ch1 (mA)	Voltage Ampl Ch1 (V)	In Phase Voltage Ampl Ch1 (V)	Quadrature Voltage Ch1 (V)	Gain Ch1	2nd Harmonic Ch1 (dB)	3rd Harmonic Ch1 (dB)	Resistance Ch2 (Ohms)	Resistance Std. Dev. Ch2 (Ohms)	Phase Angle Ch2 (deg)	Frequency Ch2 (Hz)	Averaging Time Ch2 (s)	AC Current Ch2 (mA)	DC Current Ch2 (mA)	Voltage Ampl Ch2 (V)	In Phase Voltage Ampl Ch2 (V)	Quadrature Voltage Ch2 (V)	Gain Ch2	2nd Harmonic Ch2 (dB)	3rd Harmonic Ch2 (dB)	ETO Status Code	ETO Measurement Mode
3634044839	4.001297951	14157.1084	148.522	0	2.378864	0.4359754	2.293708	0.0001	0	1.49E-05	1.49E-05	6.17E-07	900	-89.87836	-107.5036														105388928	0
3634044851	4.000144482	14157.13281														3207.092	0	2.054829	0.5086185	1.96611	0.0001	0	0.000320913	0.000320707	1.15E-05	900	-63.9339	-67.50755	407379328	0
3634044869	4.001700878	13145.86523	350.5702	0	2.387178	0.4359754	2.293708	0.0001	0	3.51E-05	3.51E-05	1.46E-06	900	-86.75253	-89.33804														105388928	0
3634044881	3.999947309	13145.85254														3039.338	0	2.0534	0.5086185	1.96611	0.0001	0	0.000304127	0.000303932	1.09E-05	900	-64.27168	-67.86002	407379328	0
3634044899	4.001321316	12134.58691	328.6462	0	2.391739	0.4359754	2.293708	0.0001	0	3.29E-05	3.29E-05	1.37E-06	900	-84.53195	-93.90831														105388928	0
3634044911	4.000133038	12134.61133														2750.735	0	2.051028	0.5086185	1.96611	0.0001	0	0.000275248	0.000275072	9.85E-06	900	-64.64408	-68.25072	407379328	0
3634044929	4.001906395	11123.2959	201.2654	0	2.387405	0.4359754	2.293708	0.0001	0	2.01E-05	2.01E-05	8.39E-07	900	-94.21931	-103.3416														105388928	0
3634044941	3.999858379	11123.30762														2542.666	0	2.052427	0.5086185	1.96611	0.0001	0	0.000254428	0.000254265	9.11E-06	900	-65.81744	-69.36797	407379328	0
3634044959	4.001603603	10112.05371	285.1268	0	2.351685	0.4359754	2.293708	0.0001	0	2.85E-05	2.85E-05	1.17E-06	900	-85.28751	-91.05155														105388928	0
3634044971	3.999855757	10112.08984														2306.738	0	2.050306	0.5086185	1.96611	0.0001	0	0.00023082	0.000230672	8.26E-06	900	-66.82851	-70.68703	407379328	0
3634044989	4.001766682	9101.135742	231.7433	0	2.394892	0.4359754	2.293708	0.0001	0	2.32E-05	2.32E-05	9.69E-07	900	-89.51684	-95.54254														105388928	0
3634045001	4.000160694	9101.147461														2087.527	0	2.058059	0.5086185	1.96611	0.0001	0	0.000208886	0.000208751	7.50E-06	900	-67.50282	-71.20151	407379328	0
3634045019	4.002229214	8089.748535	212.8101	0	2.376607	0.4359754	2.293708	0.0001	0	2.13E-05	2.13E-05	8.83E-07	900	-90.23329	-100.3859														105388928	0
3634045031	3.999747038	8089.712402														1850.793	0	2.053577	0.5086185	1.96611	0.0001	0	0.000185197	0.000185078	6.64E-06	900	-68.64408	-72.67374	407379328	0
3634045049	4.002292633	7078.458008	217.8726	0	2.378219	0.4359754	2.293708	0.0001	0	2.18E-05	2.18E-05	9.05E-07	900	-90.87404	-98.49557														105388928	0
3634045061	4.000166893	7078.469727														1625.594	0	2.05943	0.5086185	1.96611	0.0001	0	0.000162663	0.000162558	5.85E-06	900	-70.26178	-73.98744	407379328	0
3634045079	4.002152443	6067.383789	225.8642	0	2.391157	0.4359754	2.293708	0.0001	0	2.26E-05	2.26E-05	9.43E-07	900	-92.30259	-99.67751														105388928	0
3634045091	3.999961376	6067.395508														1401.779	0	2.050237	0.5086185	1.96611	0.0001	0	0.000140267	0.000140177	5.02E-06	900	-71.65682	-75.39659	407379328	0
3634045109	4.002203941	5055.912598	225.6205	0	2.410138	0.4359754	2.293708	0.0001	0	2.26E-05	2.26E-05	9.50E-07	900	-92.94585	-106.0099														105388928	0
3634045121	3.9996984	5056.044922														1177.37	0	2.055754	0.5086185	1.96611	0.0001	0	0.000117812	0.000117736	4.23E-06	900	-73.04805	-77.02611	407379328	0
3634045139	4.002249241	4044.766113	228.0432	0	2.385008	0.4359754	2.293708	0.0001	0	2.28E-05	2.28E-05	9.50E-07	900	-92.96518	-102.4116														105388928	0
3634045151	3.999810457	4044.741943														955.0642	0	2.054929	0.5086185	1.96611	0.0001	0	9.56E-05	9.55E-05	3.43E-06	900	-74.51798	-78.66546	407379328	0
3634045170	4.00272131	3033.547607	229.558	0	2.391913	0.4359754	2.293708	0.0001	0	2.30E-05	2.30E-05	9.59E-07	900	-90.67781	-102.6714														105388928	0
3634045181	4.000058174	3033.499756														735.9637	0	2.060964	0.5086185	1.96611	0.0001	0	7.36E-05	7.36E-05	2.65E-06	900	-79.05685	-82.01218	407379328	0
3634045199	4.002635479	2022.437134	228.2503	0	2.38845	0.4359754	2.293708	0.0001	0	2.28E-05	2.28E-05	9.52E-07	900	-90.75108	-95.77216														105388928	0
3634045211	3.999984264	2022.449097														518.8911	0	2.060028	0.5086185	1.96611	0.0001	0	5.19E-05	5.19E-05	1.87E-06	900	-78.97117	-80.62285	407379328	0
3634045229	4.003218651	1011.110535	223.9621	0	2.37917	0.4359754	2.293708	0.0001	0	2.24E-05	2.24E-05	9.31E-07	900	-90.12317	-101.3345														105388928	0
3634045241	3.999949455	1011.098511														307.5018	0	2.078143	0.5086185	1.96611	0.0001	0	3.08E-05	3.07E-05	1.12E-06	900	-88.39693	-96.90405	407379328	0
3634045259	4.002583981	-0.168036312	218.9414	0	2.38938	0.4359754	2.293708	0.0001	0	2.19E-05	2.19E-05	9.14E-07	900	-90.97691	-97.79832														105388928	0
3634045271	3.999721527	-0.156033725														98.28387	0	2.121035	0.5086185	1.96611	0.0001	0	9.84E-06	9.83E-06	3.64E-07	900	-95.92759	-93.41661	407379328	0
